meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed,meeting_name
1229,9472,16,2,2024-03-02T15:05:21.019000+00:00,31.166,41.864,23.832,,240,False,96.862,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2048]","[2049, 2049, 2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048, 2048]","[2048, 2048, 2048, 2049, 2049, 2048, 2048]",293.0,Bahrain Grand Prix
1229,9472,16,3,2024-03-02T15:06:57.933000+00:00,31.223,42.856,23.983,234.0,256,False,98.062,"[2048, 2048, 2049, 2049, 2049, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2049, 2049, 2049, 2048, 2048, 2049]","[2048, 2048, 2048, 2049, 2048, 2048, 2049]",296.0,Bahrain Grand Prix
1229,9472,16,4,2024-03-02T15:08:36.013000+00:00,30.958,42.784,24.01,233.0,242,False,97.752,"[2049, 2049, 2049, 2049, 2048, 2048, 2049, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, None, None, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2049, 2049, 2048, 2048, 2048]",313.0,Bahrain Grand Prix
1229,9472,16,5,2024-03-02T15:10:13.780000+00:00,31.192,42.872,24.067,232.0,242,False,98.131,"[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049]",298.0,Bahrain Grand Prix
1229,9472,16,6,2024-03-02T15:11:51.804000+00:00,30.936,42.751,24.095,230.0,242,False,97.782,"[2049, 2049, 2048, 2049, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2049]",312.0,Bahrain Grand Prix
1229,9472,16,7,2024-03-02T15:13:29.724000+00:00,31.008,43.761,24.188,231.0,246,False,98.957,"[None, 2049, 2048, 2048, 2048, 2049, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2049]",310.0,Bahrain Grand Prix
1229,9472,16,8,2024-03-02T15:15:08.572000+00:00,31.2,42.753,24.183,232.0,258,False,98.136,"[None, 2049, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",316.0,Bahrain Grand Prix
1229,9472,16,9,2024-03-02T15:16:46.813000+00:00,31.147,42.533,24.164,229.0,258,False,97.844,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",314.0,Bahrain Grand Prix
1229,9472,16,10,2024-03-02T15:18:24.582000+00:00,30.988,42.534,24.362,230.0,254,False,97.884,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",316.0,Bahrain Grand Prix
1229,9472,16,11,2024-03-02T15:20:02.545000+00:00,32.241,42.647,26.849,229.0,255,False,101.737,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2064]",297.0,Bahrain Grand Prix
1229,9472,16,12,2024-03-02T15:21:44.282000+00:00,51.178,42.371,23.922,234.0,257,True,117.471,"[2064, 2064, 2064, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2049, 2049, 2048, 2048, 2048, 2048]",220.0,Bahrain Grand Prix
1229,9472,16,13,2024-03-02T15:23:41.713000+00:00,30.58,42.173,23.679,235.0,254,False,96.432,"[2048, 2048, 2048, 2049, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2049, 2048, 2049, 2048]",314.0,Bahrain Grand Prix
1229,9472,16,14,2024-03-02T15:25:18.300000+00:00,30.787,42.232,23.737,236.0,247,False,96.756,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]",305.0,Bahrain Grand Prix
1229,9472,16,15,2024-03-02T15:26:54.922000+00:00,30.831,42.256,23.726,,244,False,96.813,"[None, 2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",298.0,Bahrain Grand Prix
1229,9472,16,16,2024-03-02T15:28:31.703000+00:00,30.606,42.32,23.747,,259,False,96.673,"[None, 2049, 2049, 2049, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048]",320.0,Bahrain Grand Prix
1229,9472,16,17,2024-03-02T15:30:08.227000+00:00,31.109,42.332,23.861,233.0,246,False,97.302,"[None, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2051, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",318.0,Bahrain Grand Prix
1229,9472,16,18,2024-03-02T15:31:45.651000+00:00,31.18,42.467,23.791,,243,False,97.438,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",298.0,Bahrain Grand Prix
1229,9472,16,19,2024-03-02T15:33:23.136000+00:00,30.986,42.03,23.805,234.0,262,False,96.821,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",,Bahrain Grand Prix
1229,9472,16,20,2024-03-02T15:34:59.925000+00:00,30.839,42.103,23.852,,262,False,96.794,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",299.0,Bahrain Grand Prix
1229,9472,16,21,2024-03-02T15:36:36.698000+00:00,31.089,42.091,23.797,,258,False,96.977,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",300.0,Bahrain Grand Prix
1229,9472,16,22,2024-03-02T15:38:13.647000+00:00,30.994,41.976,23.826,,257,False,96.796,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",299.0,Bahrain Grand Prix
1229,9472,16,23,2024-03-02T15:39:50.476000+00:00,31.131,41.941,23.915,235.0,261,False,96.987,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",300.0,Bahrain Grand Prix
1229,9472,16,24,2024-03-02T15:41:27.495000+00:00,31.083,41.904,23.937,234.0,258,False,96.924,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",298.0,Bahrain Grand Prix
1229,9472,16,25,2024-03-02T15:43:04.442000+00:00,31.059,41.828,23.873,,259,False,96.76,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",299.0,Bahrain Grand Prix
1229,9472,16,26,2024-03-02T15:44:41.174000+00:00,30.991,41.901,23.918,,259,False,96.81,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",300.0,Bahrain Grand Prix
1229,9472,16,27,2024-03-02T15:46:18.033000+00:00,31.081,41.881,23.869,235.0,260,False,96.831,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049]",301.0,Bahrain Grand Prix
1229,9472,16,28,2024-03-02T15:47:54.787000+00:00,31.019,41.971,23.917,234.0,261,False,96.907,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",300.0,Bahrain Grand Prix
1229,9472,16,29,2024-03-02T15:49:31.662000+00:00,30.974,42.065,23.924,236.0,259,False,96.963,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",,Bahrain Grand Prix
1229,9472,16,30,2024-03-02T15:51:08.688000+00:00,31.134,42.03,23.994,235.0,260,False,97.158,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",301.0,Bahrain Grand Prix
1229,9472,16,31,2024-03-02T15:52:45.777000+00:00,30.999,42.079,23.953,236.0,260,False,97.031,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]",300.0,Bahrain Grand Prix
1229,9472,16,32,2024-03-02T15:54:22.697000+00:00,31.153,41.922,23.866,233.0,259,False,96.941,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",294.0,Bahrain Grand Prix
1229,9472,16,33,2024-03-02T15:55:59.834000+00:00,30.99,41.868,23.883,237.0,261,False,96.741,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",298.0,Bahrain Grand Prix
1229,9472,16,34,2024-03-02T15:57:36.511000+00:00,31.219,41.932,26.463,,260,False,99.614,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2064]",296.0,Bahrain Grand Prix
1229,9472,16,35,2024-03-02T15:59:16.179000+00:00,51.681,41.26,23.225,235.0,265,True,116.166,"[2064, 2064, 2064, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2049, 2048, 2049, 2048, 2048, 2049, 2049, 2049]","[2049, 2049, 2049, 2048, 2049, 2051, 2049]",219.0,Bahrain Grand Prix
1229,9472,16,36,2024-03-02T16:01:12.318000+00:00,30.063,40.65,23.377,238.0,262,False,94.09,"[2049, 2049, 2049, 2049, 2048, 2049, 2048, 2048, 2049, 2049]","[2049, 2051, 2049, 2049, 2048, 2049, 2048, 2048, 2049, 2049, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048]",318.0,Bahrain Grand Prix
1229,9472,16,37,2024-03-02T16:02:46.475000+00:00,30.611,40.962,23.324,235.0,256,False,94.897,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2051, 2048, 2048]","[2049, 2049, 2048, 2048, 2049, 2048, 2048]",293.0,Bahrain Grand Prix
1229,9472,16,38,2024-03-02T16:04:21.318000+00:00,30.55,40.953,23.28,236.0,256,False,94.783,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2049, 2049, 2048, 2048, 2048, 2048, 2048]",298.0,Bahrain Grand Prix
1229,9472,16,39,2024-03-02T16:05:56.155000+00:00,30.604,41.077,23.406,,260,False,95.087,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",,Bahrain Grand Prix
1229,9472,16,40,2024-03-02T16:07:31.234000+00:00,30.507,40.836,23.516,237.0,267,False,94.859,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2051]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",299.0,Bahrain Grand Prix
1229,9472,16,41,2024-03-02T16:09:05.969000+00:00,30.539,41.033,23.456,236.0,264,False,95.028,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",,Bahrain Grand Prix
1229,9472,16,42,2024-03-02T16:10:41.023000+00:00,30.413,41.067,23.502,235.0,262,False,94.982,"[None, 2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",305.0,Bahrain Grand Prix
1229,9472,16,43,2024-03-02T16:12:16.114000+00:00,30.286,41.367,23.539,236.0,261,False,95.192,"[None, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]",315.0,Bahrain Grand Prix
1229,9472,16,44,2024-03-02T16:13:51.222000+00:00,30.468,41.124,23.459,234.0,261,False,95.051,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048, 2048, 2048]",313.0,Bahrain Grand Prix
1229,9472,16,45,2024-03-02T16:15:26.233000+00:00,30.355,41.281,23.584,238.0,264,False,95.22,"[None, 2048, 2048, 2049, 2048, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2049, 2051, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]",318.0,Bahrain Grand Prix
1229,9472,16,46,2024-03-02T16:17:01.499000+00:00,30.238,41.4,23.42,240.0,267,False,95.058,"[None, 2048, 2049, 2048, 2048, 2048, 2049, 2049, 2048, 2049]","[2048, 2048, 2048, 2049, 2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",320.0,Bahrain Grand Prix
1229,9472,16,47,2024-03-02T16:18:36.521000+00:00,30.577,41.115,23.365,236.0,262,False,95.057,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048]",301.0,Bahrain Grand Prix
1229,9472,16,48,2024-03-02T16:20:11.619000+00:00,30.64,41.183,23.485,,262,False,95.308,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",295.0,Bahrain Grand Prix
1229,9472,16,49,2024-03-02T16:21:47.040000+00:00,30.689,41.12,23.493,238.0,265,False,95.302,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",298.0,Bahrain Grand Prix
1229,9472,16,50,2024-03-02T16:23:22.246000+00:00,30.639,41.285,23.459,,266,False,95.383,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",299.0,Bahrain Grand Prix
1229,9472,16,51,2024-03-02T16:24:57.621000+00:00,30.721,41.116,23.581,237.0,267,False,95.418,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",,Bahrain Grand Prix
1229,9472,16,52,2024-03-02T16:26:33.105000+00:00,30.693,41.156,23.545,238.0,265,False,95.394,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",298.0,Bahrain Grand Prix
1229,9472,16,53,2024-03-02T16:28:08.474000+00:00,30.777,41.227,23.476,239.0,265,False,95.48,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",299.0,Bahrain Grand Prix
1229,9472,16,54,2024-03-02T16:29:43.963000+00:00,30.7,41.077,23.488,238.0,266,False,95.265,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",301.0,Bahrain Grand Prix
1229,9472,16,55,2024-03-02T16:31:19.188000+00:00,30.857,41.308,23.62,237.0,267,False,95.785,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",299.0,Bahrain Grand Prix
1229,9472,16,56,2024-03-02T16:32:55.041000+00:00,30.744,41.565,23.615,238.0,266,False,95.924,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",,Bahrain Grand Prix
1229,9472,16,57,2024-03-02T16:34:30.893000+00:00,30.856,41.655,23.813,,262,False,96.324,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",,Bahrain Grand Prix
1230,9480,16,2,2024-03-09T17:05:36.112000+00:00,34.757,29.603,29.819,284.0,305,False,94.179,"[2049, 2049, 2051, 2049, 2048, 2049, 2049, 2049, 2049]","[2049, 2051, 2049, 2049, 2048, 2049, 2049]","[2051, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2049]",304.0,Saudi Arabian Grand Prix
1230,9480,16,3,2024-03-09T17:07:10.280000+00:00,34.851,29.856,29.842,283.0,293,False,94.549,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049]","[2048, 2048, 2048, 2048, 2048, 2049, 2048]","[2048, 2051, 2049, 2048, 2048, 2048, 2048, 2048, 2049]",303.0,Saudi Arabian Grand Prix
1230,9480,16,4,2024-03-09T17:08:44.924000+00:00,35.927,29.635,29.651,279.0,309,False,95.213,"[None, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2049, 2049]","[2049, 2048, 2048, 2049, 2049, 2048, 2048, 2048, 2049]",318.0,Saudi Arabian Grand Prix
1230,9480,16,5,2024-03-09T17:10:20.146000+00:00,34.902,29.654,29.826,281.0,304,False,94.382,"[2049, 2049, 2048, 2048, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",305.0,Saudi Arabian Grand Prix
1230,9480,16,6,2024-03-09T17:11:54.577000+00:00,34.737,29.696,29.811,283.0,296,False,94.244,"[2048, 2048, 2049, 2048, 2048, 2049, 2048, 2049, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2049, 2048, 2048, 2048, 2048]",305.0,Saudi Arabian Grand Prix
1230,9480,16,7,2024-03-09T17:13:28.735000+00:00,34.738,43.191,46.902,282.0,131,False,124.831,"[None, 2048, 2048, 2048, 2048, 2048, 2049, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2064]",222.0,Saudi Arabian Grand Prix
1230,9480,16,8,2024-03-09T17:15:33.494000+00:00,72.351,57.248,56.807,151.0,129,True,186.406,"[2064, 2064, 2064, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",229.0,Saudi Arabian Grand Prix
1230,9480,16,9,2024-03-09T17:18:39.996000+00:00,56.449,49.562,52.637,187.0,131,False,158.648,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",164.0,Saudi Arabian Grand Prix
1230,9480,16,10,2024-03-09T17:21:18.576000+00:00,36.458,29.741,29.883,282.0,310,False,96.082,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048]",315.0,Saudi Arabian Grand Prix
1230,9480,16,11,2024-03-09T17:22:54.603000+00:00,35.345,29.571,29.527,285.0,316,False,94.443,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2048, 2049, 2049, 2049]","[2051, 2048, 2048, 2049, 2049, 2048, 2048, 2048, 2048]",325.0,Saudi Arabian Grand Prix
1230,9480,16,12,2024-03-09T17:24:29.101000+00:00,34.732,29.576,29.291,,318,False,93.599,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2049, 2049]","[2048, 2048, 2049, 2049, 2051, 2048, 2048, 2049, 2049]",328.0,Saudi Arabian Grand Prix
1230,9480,16,13,2024-03-09T17:26:02.823000+00:00,35.443,29.747,29.437,284.0,316,False,94.627,"[2049, 2049, 2048, 2051, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2049, 2049, 2048, 2048, 2048, 2048, 2049]",330.0,Saudi Arabian Grand Prix
1230,9480,16,14,2024-03-09T17:27:37.378000+00:00,35.106,29.602,29.331,282.0,315,False,94.039,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049]",326.0,Saudi Arabian Grand Prix
1230,9480,16,15,2024-03-09T17:29:11.446000+00:00,34.869,29.647,29.709,283.0,297,False,94.225,"[None, 2049, 2048, 2048, 2048, 2048, 2048, 2049, 2049]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",313.0,Saudi Arabian Grand Prix
1230,9480,16,16,2024-03-09T17:30:45.591000+00:00,34.623,29.653,29.757,282.0,296,False,94.033,"[2048, 2048, 2049, 2048, 2048, 2049, 2048, 2049, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",304.0,Saudi Arabian Grand Prix
1230,9480,16,17,2024-03-09T17:32:19.686000+00:00,34.602,29.638,29.833,283.0,297,False,94.073,"[None, 2048, 2049, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",304.0,Saudi Arabian Grand Prix
1230,9480,16,18,2024-03-09T17:33:53.797000+00:00,34.703,29.663,29.776,285.0,299,False,94.142,"[None, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",306.0,Saudi Arabian Grand Prix
1230,9480,16,19,2024-03-09T17:35:27.808000+00:00,34.7,29.52,29.72,,300,False,93.94,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",307.0,Saudi Arabian Grand Prix
1230,9480,16,20,2024-03-09T17:37:01.878000+00:00,34.734,29.551,29.664,286.0,300,False,93.949,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",307.0,Saudi Arabian Grand Prix
1230,9480,16,21,2024-03-09T17:38:35.833000+00:00,34.562,29.535,29.625,,300,False,93.722,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",308.0,Saudi Arabian Grand Prix
