Pivot Field Names (group),Pivot Field Names,Player,Team1,5v5 TOI,Pivot Field Values
General Offense,Rebounds Created/60,Trevor van Riemsdyk,WSH,338.65,0.103927599
General Offense,Chance Assists/60,Trevor van Riemsdyk,WSH,338.65,0.022318262
General Offense,Chances/60,Trevor van Riemsdyk,WSH,338.65,-0.571861642
General Offense,Chance Contributions/60,Trevor van Riemsdyk,WSH,338.65,-0.351144331
General Offense,Total Shot Contributions/60,Trevor van Riemsdyk,WSH,338.65,0.382400324
General Offense,Primary Contributions/60,Trevor van Riemsdyk,WSH,338.65,0.376058592
General Offense,Shot Assists/60,Trevor van Riemsdyk,WSH,338.65,0.430547143
General Offense,Shots/60,Trevor van Riemsdyk,WSH,338.65,0.178019086
General Offense,Rebounds Created/60,Tom Wilson,WSH,283.5833333,-0.395709755
General Offense,Chance Assists/60,Tom Wilson,WSH,283.5833333,-0.357127735
General Offense,Chances/60,Tom Wilson,WSH,283.5833333,0.30911581
General Offense,Chance Contributions/60,Tom Wilson,WSH,283.5833333,-0.005853377
General Offense,Total Shot Contributions/60,Tom Wilson,WSH,283.5833333,0.268762424
General Offense,Primary Contributions/60,Tom Wilson,WSH,283.5833333,0.074611433
General Offense,Shot Assists/60,Tom Wilson,WSH,283.5833333,-0.008364177
General Offense,Shots/60,Tom Wilson,WSH,283.5833333,0.122636208
General Offense,Rebounds Created/60,Taylor Raddysh,WSH,247.7166667,-0.796939479
General Offense,Chance Assists/60,Taylor Raddysh,WSH,247.7166667,0.043468983
General Offense,Chances/60,Taylor Raddysh,WSH,247.7166667,-0.152439683
General Offense,Chance Contributions/60,Taylor Raddysh,WSH,247.7166667,-0.072328812
General Offense,Total Shot Contributions/60,Taylor Raddysh,WSH,247.7166667,0.594648711
General Offense,Primary Contributions/60,Taylor Raddysh,WSH,247.7166667,-0.065900914
General Offense,Shot Assists/60,Taylor Raddysh,WSH,247.7166667,0.072814638
General Offense,Shots/60,Taylor Raddysh,WSH,247.7166667,-0.169232536
General Offense,Rebounds Created/60,Rasmus Sandin,WSH,359.9833333,0.530596316
General Offense,Chance Assists/60,Rasmus Sandin,WSH,359.9833333,0.194782552
General Offense,Chances/60,Rasmus Sandin,WSH,359.9833333,-0.058099011
General Offense,Chance Contributions/60,Rasmus Sandin,WSH,359.9833333,0.073487154
General Offense,Total Shot Contributions/60,Rasmus Sandin,WSH,359.9833333,1.033528069
General Offense,Primary Contributions/60,Rasmus Sandin,WSH,359.9833333,0.8771151
General Offense,Shot Assists/60,Rasmus Sandin,WSH,359.9833333,0.8646948
General Offense,Shots/60,Rasmus Sandin,WSH,359.9833333,0.545094742
General Offense,Rebounds Created/60,Pierre-Luc Dubois,WSH,290.3666667,0.770486477
General Offense,Chance Assists/60,Pierre-Luc Dubois,WSH,290.3666667,0.748624835
General Offense,Chances/60,Pierre-Luc Dubois,WSH,290.3666667,0.621195551
General Offense,Chance Contributions/60,Pierre-Luc Dubois,WSH,290.3666667,0.819677887
General Offense,Total Shot Contributions/60,Pierre-Luc Dubois,WSH,290.3666667,0.930700347
General Offense,Primary Contributions/60,Pierre-Luc Dubois,WSH,290.3666667,0.936809421
General Offense,Shot Assists/60,Pierre-Luc Dubois,WSH,290.3666667,1.324109327
General Offense,Shots/60,Pierre-Luc Dubois,WSH,290.3666667,0.209259805
General Offense,Rebounds Created/60,Nic Dowd,WSH,267.0666667,-0.37089581
General Offense,Chance Assists/60,Nic Dowd,WSH,267.0666667,-0.879129393
General Offense,Chances/60,Nic Dowd,WSH,267.0666667,-0.890367017
General Offense,Chance Contributions/60,Nic Dowd,WSH,267.0666667,-1.064916066
General Offense,Total Shot Contributions/60,Nic Dowd,WSH,267.0666667,-0.489294647
General Offense,Primary Contributions/60,Nic Dowd,WSH,267.0666667,-1.071038396
General Offense,Shot Assists/60,Nic Dowd,WSH,267.0666667,-0.316711791
General Offense,Shots/60,Nic Dowd,WSH,267.0666667,-1.353780733
General Offense,Rebounds Created/60,Matt Roy,WSH,315.3666667,-0.933925614
General Offense,Chance Assists/60,Matt Roy,WSH,315.3666667,0.094696361
General Offense,Chances/60,Matt Roy,WSH,315.3666667,0.014585831
General Offense,Chance Contributions/60,Matt Roy,WSH,315.3666667,0.062974835
General Offense,Total Shot Contributions/60,Matt Roy,WSH,315.3666667,0.623748703
General Offense,Primary Contributions/60,Matt Roy,WSH,315.3666667,0.502615818
General Offense,Shot Assists/60,Matt Roy,WSH,315.3666667,0.430053281
General Offense,Shots/60,Matt Roy,WSH,315.3666667,0.373287822
General Offense,Rebounds Created/60,Martin Fehervary,WSH,331.4,-0.403646509
General Offense,Chance Assists/60,Martin Fehervary,WSH,331.4,0.294212423
General Offense,Chances/60,Martin Fehervary,WSH,331.4,-0.125401812
General Offense,Chance Contributions/60,Martin Fehervary,WSH,331.4,0.087051195
General Offense,Total Shot Contributions/60,Martin Fehervary,WSH,331.4,0.674169702
General Offense,Primary Contributions/60,Martin Fehervary,WSH,331.4,0.580952235
General Offense,Shot Assists/60,Martin Fehervary,WSH,331.4,0.477976394
General Offense,Shots/60,Martin Fehervary,WSH,331.4,0.449253533
General Offense,Rebounds Created/60,Lars Eller,WSH,198.2,-0.796939479
General Offense,Chance Assists/60,Lars Eller,WSH,198.2,-1.101784102
General Offense,Chances/60,Lars Eller,WSH,198.2,-0.377726139
General Offense,Chance Contributions/60,Lars Eller,WSH,198.2,-0.865043088
General Offense,Total Shot Contributions/60,Lars Eller,WSH,198.2,-0.296695433
General Offense,Primary Contributions/60,Lars Eller,WSH,198.2,-0.565596376
General Offense,Shot Assists/60,Lars Eller,WSH,198.2,-0.223825097
General Offense,Shots/60,Lars Eller,WSH,198.2,-0.662235173
General Offense,Rebounds Created/60,John Carlson,WSH,345.65,-0.933925614
General Offense,Chance Assists/60,John Carlson,WSH,345.65,0.962953506
General Offense,Chances/60,John Carlson,WSH,345.65,0.28424591
General Offense,Chance Contributions/60,John Carlson,WSH,345.65,0.726852745
General Offense,Total Shot Contributions/60,John Carlson,WSH,345.65,2.040780996
General Offense,Primary Contributions/60,John Carlson,WSH,345.65,1.95383829
General Offense,Shot Assists/60,John Carlson,WSH,345.65,1.851538928
General Offense,Shots/60,John Carlson,WSH,345.65,1.283722343
General Offense,Rebounds Created/60,Jakob Chychrun,WSH,353.6333333,-0.436985765
General Offense,Chance Assists/60,Jakob Chychrun,WSH,353.6333333,0.332833577
General Offense,Chances/60,Jakob Chychrun,WSH,353.6333333,0.683309524
General Offense,Chance Contributions/60,Jakob Chychrun,WSH,353.6333333,0.62342604
General Offense,Total Shot Contributions/60,Jakob Chychrun,WSH,353.6333333,1.344726915
General Offense,Primary Contributions/60,Jakob Chychrun,WSH,353.6333333,1.157015462
General Offense,Shot Assists/60,Jakob Chychrun,WSH,353.6333333,0.410280716
General Offense,Shots/60,Jakob Chychrun,WSH,353.6333333,1.399010691
General Offense,Rebounds Created/60,Dylan Strome,WSH,277.7666667,-0.387307669
General Offense,Chance Assists/60,Dylan Strome,WSH,277.7666667,1.170609314
General Offense,Chances/60,Dylan Strome,WSH,277.7666667,1.037770614
General Offense,Chance Contributions/60,Dylan Strome,WSH,277.7666667,1.323967636
General Offense,Total Shot Contributions/60,Dylan Strome,WSH,277.7666667,1.79671091
General Offense,Primary Contributions/60,Dylan Strome,WSH,277.7666667,1.089800895
General Offense,Shot Assists/60,Dylan Strome,WSH,277.7666667,1.141463216
General Offense,Shots/60,Dylan Strome,WSH,277.7666667,0.614805256
General Offense,Rebounds Created/60,Connor McMichael,WSH,284.75,-0.397353658
General Offense,Chance Assists/60,Connor McMichael,WSH,284.75,0.364970936
General Offense,Chances/60,Connor McMichael,WSH,284.75,0.686526116
General Offense,Chance Contributions/60,Connor McMichael,WSH,284.75,0.643695222
General Offense,Total Shot Contributions/60,Connor McMichael,WSH,284.75,1.021604882
General Offense,Primary Contributions/60,Connor McMichael,WSH,284.75,0.274448654
General Offense,Shot Assists/60,Connor McMichael,WSH,284.75,-0.108247379
General Offense,Shots/60,Connor McMichael,WSH,284.75,0.523237531
General Offense,Rebounds Created/60,Brandon Duhaime,WSH,239.4,0.153620776
General Offense,Chance Assists/60,Brandon Duhaime,WSH,239.4,-0.753425148
General Offense,Chances/60,Brandon Duhaime,WSH,239.4,-0.373270728
General Offense,Chance Contributions/60,Brandon Duhaime,WSH,239.4,-0.664678233
General Offense,Total Shot Contributions/60,Brandon Duhaime,WSH,239.4,-0.019164104
General Offense,Primary Contributions/60,Brandon Duhaime,WSH,239.4,-0.197199627
General Offense,Shot Assists/60,Brandon Duhaime,WSH,239.4,-0.360084476
General Offense,Shots/60,Brandon Duhaime,WSH,239.4,0.031695831
General Offense,Rebounds Created/60,Andrew Mangiapane,WSH,237.0666667,1.122892847
General Offense,Chance Assists/60,Andrew Mangiapane,WSH,237.0666667,0.133780686
General Offense,Chances/60,Andrew Mangiapane,WSH,237.0666667,-0.038402177
General Offense,Chance Contributions/60,Andrew Mangiapane,WSH,237.0666667,0.051427655
General Offense,Total Shot Contributions/60,Andrew Mangiapane,WSH,237.0666667,-0.496314432
General Offense,Primary Contributions/60,Andrew Mangiapane,WSH,237.0666667,-0.809123361
General Offense,Shot Assists/60,Andrew Mangiapane,WSH,237.0666667,-0.337185363
General Offense,Shots/60,Andrew Mangiapane,WSH,237.0666667,-0.931554933
General Offense,Rebounds Created/60,Aliaksei Protas,WSH,303.95,-0.048250139
General Offense,Chance Assists/60,Aliaksei Protas,WSH,303.95,0.900337439
General Offense,Chances/60,Aliaksei Protas,WSH,303.95,-0.135294467
General Offense,Chance Contributions/60,Aliaksei Protas,WSH,303.95,0.424449738
General Offense,Total Shot Contributions/60,Aliaksei Protas,WSH,303.95,0.364526445
General Offense,Primary Contributions/60,Aliaksei Protas,WSH,303.95,0.328746162
General Offense,Shot Assists/60,Aliaksei Protas,WSH,303.95,0.228642004
General Offense,Shots/60,Aliaksei Protas,WSH,303.95,0.293168133
General Offense,Rebounds Created/60,Alex Ovechkin,WSH,187.0166667,-0.188533477
General Offense,Chance Assists/60,Alex Ovechkin,WSH,187.0166667,0.474057481
General Offense,Chances/60,Alex Ovechkin,WSH,187.0166667,0.869250572
General Offense,Chance Contributions/60,Alex Ovechkin,WSH,187.0166667,0.821793983
General Offense,Total Shot Contributions/60,Alex Ovechkin,WSH,187.0166667,0.550304891
General Offense,Primary Contributions/60,Alex Ovechkin,WSH,187.0166667,0.770256588
General Offense,Shot Assists/60,Alex Ovechkin,WSH,187.0166667,-0.11453866
General Offense,Shots/60,Alex Ovechkin,WSH,187.0166667,1.292289638
General Offense,Rebounds Created/60,Vladislav Namestnikov,WPG,275.4333333,-0.383837473
General Offense,Chance Assists/60,Vladislav Namestnikov,WPG,275.4333333,-1.062838874
General Offense,Chances/60,Vladislav Namestnikov,WPG,275.4333333,0.397885182
General Offense,Chance Contributions/60,Vladislav Namestnikov,WPG,275.4333333,-0.349541618
General Offense,Total Shot Contributions/60,Vladislav Namestnikov,WPG,275.4333333,-0.011968808
General Offense,Primary Contributions/60,Vladislav Namestnikov,WPG,275.4333333,-0.704656846
General Offense,Shot Assists/60,Vladislav Namestnikov,WPG,275.4333333,-0.296784135
General Offense,Shots/60,Vladislav Namestnikov,WPG,275.4333333,-0.808364293
General Offense,Rebounds Created/60,Rasmus Kupari,WPG,171.0666667,3.193857726
General Offense,Chance Assists/60,Rasmus Kupari,WPG,171.0666667,-0.753898033
General Offense,Chances/60,Rasmus Kupari,WPG,171.0666667,0.55251233
General Offense,Chance Contributions/60,Rasmus Kupari,WPG,171.0666667,-0.075993773
General Offense,Total Shot Contributions/60,Rasmus Kupari,WPG,171.0666667,-0.264411752
General Offense,Primary Contributions/60,Rasmus Kupari,WPG,171.0666667,-0.070670736
General Offense,Shot Assists/60,Rasmus Kupari,WPG,171.0666667,-0.762693171
General Offense,Shots/60,Rasmus Kupari,WPG,171.0666667,0.601296165
General Offense,Rebounds Created/60,Nino Niederreiter,WPG,290.0333333,-0.012325785
General Offense,Chance Assists/60,Nino Niederreiter,WPG,290.0333333,-0.53601003
General Offense,Chances/60,Nino Niederreiter,WPG,290.0333333,1.007604996
General Offense,Chance Contributions/60,Nino Niederreiter,WPG,290.0333333,0.337070491
General Offense,Total Shot Contributions/60,Nino Niederreiter,WPG,290.0333333,0.264882264
General Offense,Primary Contributions/60,Nino Niederreiter,WPG,290.0333333,0.255734429
General Offense,Shot Assists/60,Nino Niederreiter,WPG,290.0333333,-0.329796618
General Offense,Shots/60,Nino Niederreiter,WPG,290.0333333,0.700696626
General Offense,Rebounds Created/60,Nikolaj Ehlers,WPG,231.7333333,-0.796939479
General Offense,Chance Assists/60,Nikolaj Ehlers,WPG,231.7333333,0.719370699
General Offense,Chances/60,Nikolaj Ehlers,WPG,231.7333333,0.501503708
General Offense,Chance Contributions/60,Nikolaj Ehlers,WPG,231.7333333,0.726945876
General Offense,Total Shot Contributions/60,Nikolaj Ehlers,WPG,231.7333333,0.88934019
General Offense,Primary Contributions/60,Nikolaj Ehlers,WPG,231.7333333,0.776092416
General Offense,Shot Assists/60,Nikolaj Ehlers,WPG,231.7333333,0.590894929
General Offense,Shots/60,Nikolaj Ehlers,WPG,231.7333333,0.644502972
General Offense,Rebounds Created/60,Neal Pionk,WPG,376.4833333,-0.933925614
General Offense,Chance Assists/60,Neal Pionk,WPG,376.4833333,0.39329855
General Offense,Chances/60,Neal Pionk,WPG,376.4833333,-0.451414892
General Offense,Chance Contributions/60,Neal Pionk,WPG,376.4833333,-0.064162611
General Offense,Total Shot Contributions/60,Neal Pionk,WPG,376.4833333,0.401332761
General Offense,Primary Contributions/60,Neal Pionk,WPG,376.4833333,0.039091194
General Offense,Shot Assists/60,Neal Pionk,WPG,376.4833333,0.158642468
General Offense,Shots/60,Neal Pionk,WPG,376.4833333,-0.087525733
General Offense,Rebounds Created/60,Morgan Barron,WPG,138.2,1.673003991
General Offense,Chance Assists/60,Morgan Barron,WPG,138.2,-0.765717437
General Offense,Chances/60,Morgan Barron,WPG,138.2,0.788557306
General Offense,Chance Contributions/60,Morgan Barron,WPG,138.2,0.06746827
General Offense,Total Shot Contributions/60,Morgan Barron,WPG,138.2,-0.773020712
General Offense,Primary Contributions/60,Morgan Barron,WPG,138.2,-0.770361959
General Offense,Shot Assists/60,Morgan Barron,WPG,138.2,-1.587484178
General Offense,Shots/60,Morgan Barron,WPG,138.2,0.292158106
General Offense,Rebounds Created/60,Mason Appleton,WPG,238.4166667,0.634781685
General Offense,Chance Assists/60,Mason Appleton,WPG,238.4166667,-0.052175157
General Offense,Chances/60,Mason Appleton,WPG,238.4166667,-0.674002229
General Offense,Chance Contributions/60,Mason Appleton,WPG,238.4166667,-0.458362907
General Offense,Total Shot Contributions/60,Mason Appleton,WPG,238.4166667,0.251054157
General Offense,Primary Contributions/60,Mason Appleton,WPG,238.4166667,-0.247180172
General Offense,Shot Assists/60,Mason Appleton,WPG,238.4166667,-0.031923469
General Offense,Shots/60,Mason Appleton,WPG,238.4166667,-0.350762028
General Offense,Rebounds Created/60,Mark Scheifele,WPG,375.2,-0.796939479
General Offense,Chance Assists/60,Mark Scheifele,WPG,375.2,2.014942264
General Offense,Chances/60,Mark Scheifele,WPG,375.2,-0.127672312
General Offense,Chance Contributions/60,Mark Scheifele,WPG,375.2,1.061314649
General Offense,Total Shot Contributions/60,Mark Scheifele,WPG,375.2,1.023512156
General Offense,Primary Contributions/60,Mark Scheifele,WPG,375.2,0.797320203
General Offense,Shot Assists/60,Mark Scheifele,WPG,375.2,1.631846314
General Offense,Shots/60,Mark Scheifele,WPG,375.2,-0.291963253
General Offense,Rebounds Created/60,Logan Stanley,WPG,266.7,0.383918371
General Offense,Chance Assists/60,Logan Stanley,WPG,266.7,-0.180012913
General Offense,Chances/60,Logan Stanley,WPG,266.7,-0.294477338
General Offense,Chance Contributions/60,Logan Stanley,WPG,266.7,-0.289409732
General Offense,Total Shot Contributions/60,Logan Stanley,WPG,266.7,-0.240966895
General Offense,Primary Contributions/60,Logan Stanley,WPG,266.7,-0.471680415
General Offense,Shot Assists/60,Logan Stanley,WPG,266.7,-0.31355174
General Offense,Shots/60,Logan Stanley,WPG,266.7,-0.434133864
General Offense,Rebounds Created/60,Kyle Connor,WPG,357.2,-0.47840067
General Offense,Chance Assists/60,Kyle Connor,WPG,357.2,-0.224165484
General Offense,Chances/60,Kyle Connor,WPG,357.2,1.140578184
General Offense,Chance Contributions/60,Kyle Connor,WPG,357.2,0.598489294
General Offense,Total Shot Contributions/60,Kyle Connor,WPG,357.2,0.817678269
General Offense,Primary Contributions/60,Kyle Connor,WPG,357.2,0.592804039
General Offense,Shot Assists/60,Kyle Connor,WPG,357.2,0.431932514
General Offense,Shots/60,Kyle Connor,WPG,357.2,0.510364533
General Offense,Rebounds Created/60,Josh Morrissey,WPG,414.5666667,-0.510026373
General Offense,Chance Assists/60,Josh Morrissey,WPG,414.5666667,0.943921547
General Offense,Chances/60,Josh Morrissey,WPG,414.5666667,0.231152201
General Offense,Chance Contributions/60,Josh Morrissey,WPG,414.5666667,0.682284563
General Offense,Total Shot Contributions/60,Josh Morrissey,WPG,414.5666667,1.192319016
General Offense,Primary Contributions/60,Josh Morrissey,WPG,414.5666667,1.150995759
General Offense,Shot Assists/60,Josh Morrissey,WPG,414.5666667,0.827429792
General Offense,Shots/60,Josh Morrissey,WPG,414.5666667,1.001372262
General Offense,Rebounds Created/60,Haydn Fleury,WPG,115.9333333,-0.933925614
General Offense,Chance Assists/60,Haydn Fleury,WPG,115.9333333,0.831759649
General Offense,Chances/60,Haydn Fleury,WPG,115.9333333,-0.25280589
General Offense,Chance Contributions/60,Haydn Fleury,WPG,115.9333333,0.310807092
General Offense,Total Shot Contributions/60,Haydn Fleury,WPG,115.9333333,0.471288786
General Offense,Primary Contributions/60,Haydn Fleury,WPG,115.9333333,0.516492636
General Offense,Shot Assists/60,Haydn Fleury,WPG,115.9333333,0.883055436
General Offense,Shots/60,Haydn Fleury,WPG,115.9333333,-0.027103763
General Offense,Rebounds Created/60,Gabriel Vilardi,WPG,304.3166667,-0.796939479
General Offense,Chance Assists/60,Gabriel Vilardi,WPG,304.3166667,-0.875904009
General Offense,Chances/60,Gabriel Vilardi,WPG,304.3166667,0.83401335
General Offense,Chance Contributions/60,Gabriel Vilardi,WPG,304.3166667,0.033906657
General Offense,Total Shot Contributions/60,Gabriel Vilardi,WPG,304.3166667,-0.999527081
General Offense,Primary Contributions/60,Gabriel Vilardi,WPG,304.3166667,-0.783044613
General Offense,Shot Assists/60,Gabriel Vilardi,WPG,304.3166667,-0.773189592
General Offense,Shots/60,Gabriel Vilardi,WPG,304.3166667,-0.485485268
General Offense,Rebounds Created/60,Dylan Samberg,WPG,281.3666667,-0.309350935
General Offense,Chance Assists/60,Dylan Samberg,WPG,281.3666667,1.106853305
General Offense,Chances/60,Dylan Samberg,WPG,281.3666667,-0.44039903
General Offense,Chance Contributions/60,Dylan Samberg,WPG,281.3666667,0.347453277
General Offense,Total Shot Contributions/60,Dylan Samberg,WPG,281.3666667,0.615568426
General Offense,Primary Contributions/60,Dylan Samberg,WPG,281.3666667,0.285346859
General Offense,Shot Assists/60,Dylan Samberg,WPG,281.3666667,0.871930947
General Offense,Shots/60,Dylan Samberg,WPG,281.3666667,-0.372548298
General Offense,Rebounds Created/60,Dylan DeMelo,WPG,412.5666667,-0.933925614
General Offense,Chance Assists/60,Dylan DeMelo,WPG,412.5666667,-0.153322796
General Offense,Chances/60,Dylan DeMelo,WPG,412.5666667,-0.302892771
General Offense,Chance Contributions/60,Dylan DeMelo,WPG,412.5666667,-0.279629217
General Offense,Total Shot Contributions/60,Dylan DeMelo,WPG,412.5666667,0.268508443
General Offense,Primary Contributions/60,Dylan DeMelo,WPG,412.5666667,-0.203833123
General Offense,Shot Assists/60,Dylan DeMelo,WPG,412.5666667,0.164850223
General Offense,Shots/60,Dylan DeMelo,WPG,412.5666667,-0.467237512
General Offense,Rebounds Created/60,Colin Miller,WPG,175.8666667,0.065322843
General Offense,Chance Assists/60,Colin Miller,WPG,175.8666667,0.221821944
General Offense,Chances/60,Colin Miller,WPG,175.8666667,-0.571861642
General Offense,Chance Contributions/60,Colin Miller,WPG,175.8666667,-0.238019476
General Offense,Total Shot Contributions/60,Colin Miller,WPG,175.8666667,-0.327172523
General Offense,Primary Contributions/60,Colin Miller,WPG,175.8666667,-0.302580204
General Offense,Shot Assists/60,Colin Miller,WPG,175.8666667,-0.585810818
General Offense,Shots/60,Colin Miller,WPG,175.8666667,0.079638767
General Offense,Rebounds Created/60,Cole Perfetti,WPG,290.2166667,-0.404880457
General Offense,Chance Assists/60,Cole Perfetti,WPG,290.2166667,-0.107933158
General Offense,Chances/60,Cole Perfetti,WPG,290.2166667,-0.524176159
General Offense,Chance Contributions/60,Cole Perfetti,WPG,290.2166667,-0.394665048
General Offense,Total Shot Contributions/60,Cole Perfetti,WPG,290.2166667,0.052800681
General Offense,Primary Contributions/60,Cole Perfetti,WPG,290.2166667,-0.116072106
General Offense,Shot Assists/60,Cole Perfetti,WPG,290.2166667,0.279360557
General Offense,Shots/60,Cole Perfetti,WPG,290.2166667,-0.438758305
General Offense,Rebounds Created/60,Alex Iafallo,WPG,205.9333333,0.308098357
General Offense,Chance Assists/60,Alex Iafallo,WPG,205.9333333,0.854391902
General Offense,Chances/60,Alex Iafallo,WPG,205.9333333,-0.176246866
General Offense,Chance Contributions/60,Alex Iafallo,WPG,205.9333333,0.372344612
General Offense,Total Shot Contributions/60,Alex Iafallo,WPG,205.9333333,-0.369760025
General Offense,Primary Contributions/60,Alex Iafallo,WPG,205.9333333,-0.156387103
General Offense,Shot Assists/60,Alex Iafallo,WPG,205.9333333,0.386823016
General Offense,Shots/60,Alex Iafallo,WPG,205.9333333,-0.600864225
General Offense,Rebounds Created/60,Adam Lowry,WPG,242.8,-0.796939479
General Offense,Chance Assists/60,Adam Lowry,WPG,242.8,-0.59949814
General Offense,Chances/60,Adam Lowry,WPG,242.8,-0.101036421
General Offense,Chance Contributions/60,Adam Lowry,WPG,242.8,-0.40421031
General Offense,Total Shot Contributions/60,Adam Lowry,WPG,242.8,-0.170607534
General Offense,Primary Contributions/60,Adam Lowry,WPG,242.8,-0.876233723
General Offense,Shot Assists/60,Adam Lowry,WPG,242.8,-0.705478005
General Offense,Shots/60,Adam Lowry,WPG,242.8,-0.691971374
General Offense,Rebounds Created/60,Zach Whitecloud,VGK,284.2833333,1.538741261
General Offense,Chance Assists/60,Zach Whitecloud,VGK,284.2833333,-0.520090091
General Offense,Chances/60,Zach Whitecloud,VGK,284.2833333,0.4690491
General Offense,Chance Contributions/60,Zach Whitecloud,VGK,284.2833333,0.003486125
General Offense,Total Shot Contributions/60,Zach Whitecloud,VGK,284.2833333,0.023327429
General Offense,Primary Contributions/60,Zach Whitecloud,VGK,284.2833333,-0.337306877
General Offense,Shot Assists/60,Zach Whitecloud,VGK,284.2833333,-0.579734225
General Offense,Shots/60,Zach Whitecloud,VGK,284.2833333,0.020526759
General Offense,Rebounds Created/60,William Karlsson,VGK,187.6833333,0.415550309
General Offense,Chance Assists/60,William Karlsson,VGK,187.6833333,0.465387177
General Offense,Chances/60,William Karlsson,VGK,187.6833333,0.659521648
General Offense,Chance Contributions/60,William Karlsson,VGK,187.6833333,0.683455035
General Offense,Total Shot Contributions/60,William Karlsson,VGK,187.6833333,0.470467396
General Offense,Primary Contributions/60,William Karlsson,VGK,187.6833333,0.672963904
General Offense,Shot Assists/60,William Karlsson,VGK,187.6833333,-0.123674955
General Offense,Shots/60,William Karlsson,VGK,187.6833333,1.1510335
General Offense,Rebounds Created/60,Victor Olofsson,VGK,153.0166667,1.433838351
General Offense,Chance Assists/60,Victor Olofsson,VGK,153.0166667,-0.339610486
General Offense,Chances/60,Victor Olofsson,VGK,153.0166667,0.69337416
General Offense,Chance Contributions/60,Victor Olofsson,VGK,153.0166667,0.248531923
General Offense,Total Shot Contributions/60,Victor Olofsson,VGK,153.0166667,-0.020758158
General Offense,Primary Contributions/60,Victor Olofsson,VGK,153.0166667,0.051474139
General Offense,Shot Assists/60,Victor Olofsson,VGK,153.0166667,-0.535743129
General Offense,Shots/60,Victor Olofsson,VGK,153.0166667,0.578019152
General Offense,Rebounds Created/60,Tomas Hertl,VGK,230.8833333,-0.796939479
General Offense,Chance Assists/60,Tomas Hertl,VGK,230.8833333,0.729260055
General Offense,Chances/60,Tomas Hertl,VGK,230.8833333,1.474500384
General Offense,Chance Contributions/60,Tomas Hertl,VGK,230.8833333,1.351541796
General Offense,Total Shot Contributions/60,Tomas Hertl,VGK,230.8833333,1.433059366
General Offense,Primary Contributions/60,Tomas Hertl,VGK,230.8833333,1.455609435
General Offense,Shot Assists/60,Tomas Hertl,VGK,230.8833333,0.602961196
General Offense,Shots/60,Tomas Hertl,VGK,230.8833333,1.679246445
General Offense,Rebounds Created/60,Tanner Pearson,VGK,216.1833333,-0.270617395
General Offense,Chance Assists/60,Tanner Pearson,VGK,216.1833333,-0.623111335
General Offense,Chances/60,Tanner Pearson,VGK,216.1833333,-0.637676895
General Offense,Chance Contributions/60,Tanner Pearson,VGK,216.1833333,-0.758992677
General Offense,Total Shot Contributions/60,Tanner Pearson,VGK,216.1833333,0.148668589
General Offense,Primary Contributions/60,Tanner Pearson,VGK,216.1833333,-0.109592198
General Offense,Shot Assists/60,Tanner Pearson,VGK,216.1833333,-0.110228333
General Offense,Shots/60,Tanner Pearson,VGK,216.1833333,-0.066070449
General Offense,Rebounds Created/60,Shea Theodore,VGK,287.75,-0.323206256
General Offense,Chance Assists/60,Shea Theodore,VGK,287.75,0.484169427
General Offense,Chances/60,Shea Theodore,VGK,287.75,0.199416139
General Offense,Chance Contributions/60,Shea Theodore,VGK,287.75,0.401401234
General Offense,Total Shot Contributions/60,Shea Theodore,VGK,287.75,0.960652757
General Offense,Primary Contributions/60,Shea Theodore,VGK,287.75,0.592658236
General Offense,Shot Assists/60,Shea Theodore,VGK,287.75,0.286147551
General Offense,Shots/60,Shea Theodore,VGK,287.75,0.645868186
General Offense,Rebounds Created/60,Pavel Dorofeyev,VGK,261.5,-0.796939479
General Offense,Chance Assists/60,Pavel Dorofeyev,VGK,261.5,-0.379885263
General Offense,Chances/60,Pavel Dorofeyev,VGK,261.5,1.128262681
General Offense,Chance Contributions/60,Pavel Dorofeyev,VGK,261.5,0.502356571
General Offense,Total Shot Contributions/60,Pavel Dorofeyev,VGK,261.5,0.136840074
General Offense,Primary Contributions/60,Pavel Dorofeyev,VGK,261.5,0.213578392
General Offense,Shot Assists/60,Pavel Dorofeyev,VGK,261.5,-0.459891971
General Offense,Shots/60,Pavel Dorofeyev,VGK,261.5,0.756926849
General Offense,Rebounds Created/60,Noah Hanifin,VGK,349.5333333,-0.431156697
General Offense,Chance Assists/60,Noah Hanifin,VGK,349.5333333,0.229248022
General Offense,Chances/60,Noah Hanifin,VGK,349.5333333,-0.042739046
General Offense,Chance Contributions/60,Noah Hanifin,VGK,349.5333333,0.10280166
General Offense,Total Shot Contributions/60,Noah Hanifin,VGK,349.5333333,1.49877374
General Offense,Primary Contributions/60,Noah Hanifin,VGK,349.5333333,0.763625051
General Offense,Shot Assists/60,Noah Hanifin,VGK,349.5333333,0.363042431
General Offense,Shots/60,Noah Hanifin,VGK,349.5333333,0.837446262
General Offense,Rebounds Created/60,Nicolas Roy,VGK,183.5833333,-0.796939479
General Offense,Chance Assists/60,Nicolas Roy,VGK,183.5833333,1.423909134
General Offense,Chances/60,Nicolas Roy,VGK,183.5833333,-0.273075531
General Offense,Chance Contributions/60,Nicolas Roy,VGK,183.5833333,0.633679574
General Offense,Total Shot Contributions/60,Nicolas Roy,VGK,183.5833333,0.298049589
