frame,timestamp,player_detected,player_bbox,player_center_x,player_center_y,stride_length,stride_frequency,player_speed
186,3.152542372881356,True,"[723, 329, 50, 76]",748.0,367.0,,,
187,3.169491525423729,False,,,,,,
188,3.1864406779661016,False,,,,,,
189,3.2033898305084745,True,"[723, 329, 50, 76]",748.0,367.0,,,
190,3.2203389830508473,False,,,,,,
191,3.23728813559322,False,,,,,,
192,3.2542372881355934,True,"[723, 329, 50, 76]",748.0,367.0,,,
193,3.2711864406779663,False,,,,,,
194,3.288135593220339,False,,,,,,
195,3.305084745762712,True,"[723, 329, 50, 76]",748.0,367.0,,,
196,3.3220338983050848,False,,,,,,
197,3.3389830508474576,False,,,,,,
198,3.3559322033898304,True,"[723, 329, 50, 76]",748.0,367.0,,,
199,3.3728813559322033,False,,,,,,
200,3.389830508474576,False,,,,,,
201,3.406779661016949,True,"[723, 329, 50, 76]",748.0,367.0,,,
202,3.4237288135593222,False,,,,,,
203,3.440677966101695,False,,,,,,
204,3.457627118644068,True,"[723, 329, 50, 76]",748.0,367.0,,,
205,3.4745762711864407,False,,,,,,
206,3.4915254237288136,False,,,,,,
207,3.5084745762711864,True,"[723, 329, 50, 76]",748.0,367.0,,,
208,3.5254237288135593,False,,,,,,
209,3.542372881355932,False,,,,,,
210,3.559322033898305,True,"[723, 329, 50, 76]",748.0,367.0,,,
211,3.5762711864406778,False,,,,,,
212,3.593220338983051,False,,,,,,
213,3.610169491525424,True,"[723, 329, 50, 76]",748.0,367.0,,,
214,3.6271186440677967,False,,,,,,
215,3.6440677966101696,False,,,,,,
216,3.6610169491525424,True,"[723, 329, 50, 76]",748.0,367.0,,,
217,3.6779661016949152,False,,,,,,
218,3.694915254237288,False,,,,,,
219,3.711864406779661,True,"[723, 329, 50, 76]",748.0,367.0,,,
220,3.7288135593220337,False,,,,,,
221,3.7457627118644066,False,,,,,,
222,3.76271186440678,True,"[723, 329, 50, 76]",748.0,367.0,,,
223,3.7796610169491527,False,,,,,,
224,3.7966101694915255,False,,,,,,
225,3.8135593220338984,True,"[723, 329, 50, 76]",748.0,367.0,,,
226,3.830508474576271,False,,,,,,
227,3.847457627118644,False,,,,,,
