frame,timestamp,frame_time,player_detected,player_confidence
1,0.01694915254237288,2025-08-19T13:01:02.045444,True,0.8070703148841858
2,0.03389830508474576,2025-08-19T13:01:04.231845,True,0.8070703148841858
3,0.05084745762711865,2025-08-19T13:01:04.247537,True,0.8070703148841858
4,0.06779661016949153,2025-08-19T13:01:04.258100,True,0.8070703148841858
5,0.0847457627118644,2025-08-19T13:01:04.266947,True,0.8070703148841858
6,0.1016949152542373,2025-08-19T13:01:04.275444,True,0.8070703148841858
7,0.11864406779661017,2025-08-19T13:01:04.283094,True,0.8070703148841858
8,0.13559322033898305,2025-08-19T13:01:04.290654,True,0.8070703148841858
9,0.15254237288135594,2025-08-19T13:01:04.298122,True,0.8070703148841858
10,0.1694915254237288,2025-08-19T13:01:04.305293,True,0.8070703148841858
11,0.1864406779661017,2025-08-19T13:01:04.312246,True,0.8070703148841858
12,0.2033898305084746,2025-08-19T13:01:04.319463,True,0.8070703148841858
13,0.22033898305084745,2025-08-19T13:01:04.326463,True,0.8070703148841858
14,0.23728813559322035,2025-08-19T13:01:04.336495,True,0.8070703148841858
15,0.2542372881355932,2025-08-19T13:01:04.343613,True,0.8070703148841858
16,0.2711864406779661,2025-08-19T13:01:04.350664,True,0.8070703148841858
17,0.288135593220339,2025-08-19T13:01:04.357890,True,0.8070703148841858
18,0.3050847457627119,2025-08-19T13:01:04.365128,True,0.8070703148841858
19,0.3220338983050847,2025-08-19T13:01:04.372218,True,0.8070703148841858
20,0.3389830508474576,2025-08-19T13:01:04.379650,True,0.8070703148841858
21,0.3559322033898305,2025-08-19T13:01:04.387058,True,0.8070703148841858
22,0.3728813559322034,2025-08-19T13:01:04.395421,True,0.8070703148841858
23,0.3898305084745763,2025-08-19T13:01:04.404385,True,0.8070703148841858
24,0.4067796610169492,2025-08-19T13:01:04.412089,True,0.8070703148841858
25,0.423728813559322,2025-08-19T13:01:04.419440,True,0.8070703148841858
26,0.4406779661016949,2025-08-19T13:01:04.429886,True,0.8070703148841858
27,0.4576271186440678,2025-08-19T13:01:04.437469,True,0.8070703148841858
28,0.4745762711864407,2025-08-19T13:01:04.445080,True,0.8070703148841858
29,0.4915254237288136,2025-08-19T13:01:04.452685,True,0.8070703148841858
30,0.5084745762711864,2025-08-19T13:01:04.460275,True,0.8070703148841858
31,0.5254237288135594,2025-08-19T13:01:04.467555,True,0.8070703148841858
32,0.5423728813559322,2025-08-19T13:01:04.474700,True,0.8070703148841858
33,0.559322033898305,2025-08-19T13:01:04.481952,True,0.8070703148841858
34,0.576271186440678,2025-08-19T13:01:04.489673,True,0.8070703148841858
35,0.5932203389830508,2025-08-19T13:01:04.497028,True,0.8070703148841858
36,0.6101694915254238,2025-08-19T13:01:04.504248,True,0.8070703148841858
37,0.6271186440677966,2025-08-19T13:01:04.511679,True,0.8070703148841858
38,0.6440677966101694,2025-08-19T13:01:04.522409,True,0.8070703148841858
39,0.6610169491525424,2025-08-19T13:01:04.529908,True,0.8070703148841858
40,0.6779661016949152,2025-08-19T13:01:04.537385,True,0.8070703148841858
41,0.6949152542372882,2025-08-19T13:01:04.545291,True,0.8070703148841858
42,0.711864406779661,2025-08-19T13:01:04.552978,True,0.8070703148841858
43,0.7288135593220338,2025-08-19T13:01:04.560656,True,0.8070703148841858
